"35327ACM","A","USD",0.20
"35327ACM","B","GBP",0.40
"35328ACM","B","USD",0.75
"35328ACM","A","GBP",0.10
"35332ACM","C","USD",0.20
"35332ACM","D","GBP",0.40
"35347ACM","F","USD",0.75
"35347ACM","E","GBP",0.10
"35351ACM","A","USD",0.20
"35351ACM","B","GBP",0.40
"35360ACM","B","USD",0.75
"35360ACM","A","GBP",0.10
"35364ACM","C","USD",0.20
"35364ACM","D","GBP",0.40
"35365ACM","F","USD",0.75
"35365ACM","E","GBP",0.10
"35378ACM","A","USD",0.20
"35378ACM","B","GBP",0.40
"35418ACM","B","USD",0.75
"35418ACM","A","GBP",0.10
"35451ACM","C","USD",0.20
"35451ACM","D","GBP",0.40
"35464ACM","F","USD",0.75
"35464ACM","E","GBP",0.10
"35469ACM","A","USD",0.20
"35469ACM","B","GBP",0.40
"35481ACM","B","USD",0.75
"35481ACM","A","GBP",0.10
"35484ACM","C","USD",0.20
"35484ACM","D","GBP",0.40
"35485ACM","F","USD",0.75
"35485ACM","E","GBP",0.10
"35487ACM","A","USD",0.20
"35487ACM","B","GBP",0.40
"35488ACM","B","USD",0.75
"35488ACM","A","GBP",0.10
"35607ACM","C","USD",0.20
"35607ACM","D","GBP",0.40
"35874ACM","F","USD",0.75
"35874ACM","E","GBP",0.10
"35875ACM","A","USD",0.20
"35875ACM","B","GBP",0.40
"35886ACM","B","USD",0.75
"35886ACM","A","GBP",0.10
"35887ACM","C","USD",0.20
"35887ACM","D","GBP",0.40
"35888ACM","F","USD",0.75
"35888ACM","E","GBP",0.10
"35918ACM","A","USD",0.20
"35918ACM","B","GBP",0.40
"35970ACM","B","USD",0.75
"35970ACM","A","GBP",0.10
"36006ACM","C","USD",0.20
"36006ACM","D","GBP",0.40
"36025ACM","F","USD",0.75
"36025ACM","E","GBP",0.10
"36028ACM","A","USD",0.20
"36028ACM","B","GBP",0.40
"36054ACM","B","USD",0.75
"36054ACM","A","GBP",0.10
"36055ACM","C","USD",0.20
"36055ACM","D","GBP",0.40
"36074ACM","F","USD",0.75
"36074ACM","E","GBP",0.10
"36158ACM","A","USD",0.20
"36158ACM","B","GBP",0.40
"36172ACM","B","USD",0.75
"36172ACM","A","GBP",0.10
"36248ACM","C","USD",0.20
"36248ACM","D","GBP",0.40
"36249ACM","F","USD",0.75
"36249ACM","E","GBP",0.10
"36275ACM","A","USD",0.20
"36275ACM","B","GBP",0.40
"36277ACM","B","USD",0.75
"36277ACM","A","GBP",0.10
"36278ACM","C","USD",0.20
"36278ACM","D","GBP",0.40
"36349ACM","F","USD",0.75
"36349ACM","E","GBP",0.10
"36435ACM","A","USD",0.20
"36435ACM","B","GBP",0.40
"36436ACM","B","USD",0.75
"36436ACM","A","GBP",0.10
"36437ACM","C","USD",0.20
"36437ACM","D","GBP",0.40
"36440ACM","F","USD",0.75
"36440ACM","E","GBP",0.10
"36441ACM","A","USD",0.20
"36441ACM","B","GBP",0.40
"36446ACM","B","USD",0.75
"36446ACM","A","GBP",0.10
"36470ACM","C","USD",0.20
"36470ACM","D","GBP",0.40
"36478ACM","F","USD",0.75
"36478ACM","E","GBP",0.10
"36479ACM","A","USD",0.20
"36479ACM","B","GBP",0.40
"36481ACM","B","USD",0.75
"36481ACM","A","GBP",0.10
"36482ACM","C","USD",0.20
"36482ACM","D","GBP",0.40
"36485ACM","F","USD",0.75
"36485ACM","E","GBP",0.10
"36487ACM","A","USD",0.20
"36487ACM","B","GBP",0.40
"36488ACM","B","USD",0.75
"36488ACM","A","GBP",0.10
"36490ACM","C","USD",0.20
"36490ACM","D","GBP",0.40
"36503ACM","F","USD",0.75
"36503ACM","E","GBP",0.10
"36504ACM","A","USD",0.20
"36504ACM","B","GBP",0.40
"36507ACM","B","USD",0.75
"36507ACM","A","GBP",0.10
"36547ACM","C","USD",0.20
"36547ACM","D","GBP",0.40
"36549ACM","F","USD",0.75
"36549ACM","E","GBP",0.10
"36554ACM","A","USD",0.20
"36554ACM","B","GBP",0.40
"36557ACM","B","USD",0.75
"36557ACM","A","GBP",0.10
"36558ACM","C","USD",0.20
"36558ACM","D","GBP",0.40
"36564ACM","F","USD",0.75
"36564ACM","E","GBP",0.10
"36576ACM","A","USD",0.20
"36576ACM","B","GBP",0.40
"36577ACM","B","USD",0.75
"36577ACM","A","GBP",0.10
"36608ACM","C","USD",0.20
"36608ACM","D","GBP",0.40
"36609ACM","F","USD",0.75
"36609ACM","E","GBP",0.10
"36645ACM","A","USD",0.20
"36645ACM","B","GBP",0.40
"36654ACM","B","USD",0.75
"36654ACM","A","GBP",0.10
"36666ACM","C","USD",0.20
"36666ACM","D","GBP",0.40
"36678ACM","F","USD",0.75
"36678ACM","E","GBP",0.10
"36709ACM","A","USD",0.20
"36709ACM","B","GBP",0.40
"36712ACM","B","USD",0.75
"36712ACM","A","GBP",0.10
"36714ACM","C","USD",0.20
"36714ACM","D","GBP",0.40
"36791ACM","F","USD",0.75
"36791ACM","E","GBP",0.10
"36792ACM","A","USD",0.20
"36792ACM","B","GBP",0.40
"36800ACM","B","USD",0.75
"36800ACM","A","GBP",0.10
"36804ACM","C","USD",0.20
"36804ACM","D","GBP",0.40
"36807ACM","F","USD",0.75
"36807ACM","E","GBP",0.10
"36839ACM","A","USD",0.20
"36839ACM","B","GBP",0.40
"36841ACM","B","USD",0.75
"36841ACM","A","GBP",0.10
"36842ACM","C","USD",0.20
"36842ACM","D","GBP",0.40
"36844ACM","F","USD",0.75
"36844ACM","E","GBP",0.10
"36862AC ","A","USD",0.20
"36862AC ","B","GBP",0.40
"36878AC ","B","USD",0.75
"36878AC ","A","GBP",0.10
"36884ACM","C","USD",0.20
"36884ACM","D","GBP",0.40
"36886ACM","F","USD",0.75
"36886ACM","E","GBP",0.10
"36887ACM","A","USD",0.20
"36887ACM","B","GBP",0.40
"36888ACM","B","USD",0.75
"36888ACM","A","GBP",0.10
"36889ACM","C","USD",0.20
"36889ACM","D","GBP",0.40
"36891ACM","F","USD",0.75
"36891ACM","E","GBP",0.10
"36902ACM","A","USD",0.20
"36902ACM","B","GBP",0.40
"36903ACM","B","USD",0.75
"36903ACM","A","GBP",0.10
"36904ACM","C","USD",0.20
"36904ACM","D","GBP",0.40
"36905ACM","F","USD",0.75
"36905ACM","E","GBP",0.10
"36916ACM","A","USD",0.20
"36916ACM","B","GBP",0.40
"36923ACM","B","USD",0.75
"36923ACM","A","GBP",0.10
"36924ACM","C","USD",0.20
"36924ACM","D","GBP",0.40
"36929AC ","F","USD",0.75
"36929AC ","E","GBP",0.10
"36936AC ","A","USD",0.20
"36936AC ","B","GBP",0.40
"36958ACM","B","USD",0.75
"36958ACM","A","GBP",0.10
"36959AC ","C","USD",0.20
"36959AC ","D","GBP",0.40
"36973ACM","F","USD",0.75
"36973ACM","E","GBP",0.10
"36987AC ","A","USD",0.20
"36987AC ","B","GBP",0.40
"36988AC ","B","USD",0.75
"36988AC ","A","GBP",0.10
"37016ACM","C","USD",0.20
"37016ACM","D","GBP",0.40
"37020AC ","F","USD",0.75
"37020AC ","E","GBP",0.10
"37023AC ","A","USD",0.20
"37023AC ","B","GBP",0.40
"37025AC ","B","USD",0.75
"37025AC ","A","GBP",0.10
"37026AC ","C","USD",0.20
"37026AC ","D","GBP",0.40
"37027AC ","F","USD",0.75
"37027AC ","E","GBP",0.10
"37028AC ","A","USD",0.20
"37028AC ","B","GBP",0.40
"37029AC ","B","USD",0.75
"37029AC ","A","GBP",0.10
"37038AC ","C","USD",0.20
"37038AC ","D","GBP",0.40
"37041AC ","F","USD",0.75
"37041AC ","E","GBP",0.10
"37043AC ","A","USD",0.20
"37043AC ","B","GBP",0.40
"37044ACA","B","USD",0.75
"37044ACA","A","GBP",0.10
"37047ACM","C","USD",0.20
"37047ACM","D","GBP",0.40
"37062ACA","F","USD",0.75
"37062ACA","E","GBP",0.10
"37070ACM","A","USD",0.20
"37070ACM","B","GBP",0.40
"37072ACM","B","USD",0.75
"37072ACM","A","GBP",0.10
"37075ACM","C","USD",0.20
"37075ACM","D","GBP",0.40
"37076ACM","F","USD",0.75
"37076ACM","E","GBP",0.10
"37077ACM","A","USD",0.20
"37077ACM","B","GBP",0.40
"37079ACM","B","USD",0.75
"37079ACM","A","GBP",0.10
"37084ACM","C","USD",0.20
"37084ACM","D","GBP",0.40
"37085ACM","F","USD",0.75
"37085ACM","E","GBP",0.10
"37088ACM","A","USD",0.20
"37088ACM","B","GBP",0.40
"37092ACM","B","USD",0.75
"37092ACM","A","GBP",0.10
"37097ACM","C","USD",0.20
"37097ACM","D","GBP",0.40
"37140ACM","F","USD",0.75
"37140ACM","E","GBP",0.10
"37147ACM","A","USD",0.20
"37147ACM","B","GBP",0.40
"37175ACM","B","USD",0.75
"37175ACM","A","GBP",0.10
"37179ACM","C","USD",0.20
"37179ACM","D","GBP",0.40
"37188ACM","F","USD",0.75
"37188ACM","E","GBP",0.10
"37190ACM","A","USD",0.20
"37190ACM","B","GBP",0.40
"37192ACM","B","USD",0.75
"37192ACM","A","GBP",0.10
"37204ACM","C","USD",0.20
"37204ACM","D","GBP",0.40
"37211ACM","F","USD",0.75
"37211ACM","E","GBP",0.10
"37215ACM","A","USD",0.20
"37215ACM","B","GBP",0.40
"37223ACK","B","USD",0.75
"37223ACK","A","GBP",0.10
"37228ACK","C","USD",0.20
"37228ACK","D","GBP",0.40
"37229ACK","F","USD",0.75
"37229ACK","E","GBP",0.10
"37238ACM","A","USD",0.20
"37238ACM","B","GBP",0.40
"37288ACM","B","USD",0.75
"37288ACM","A","GBP",0.10
"37311ACM","C","USD",0.20
"37311ACM","D","GBP",0.40
"37314ACM","F","USD",0.75
"37314ACM","E","GBP",0.10
"37324ACM","A","USD",0.20
"37324ACM","B","GBP",0.40
"37325ACM","B","USD",0.75
"37325ACM","A","GBP",0.10
"37336ACM","C","USD",0.20
"37336ACM","D","GBP",0.40
"37348ACM","F","USD",0.75
"37348ACM","E","GBP",0.10
"37372ACM","A","USD",0.20
"37372ACM","B","GBP",0.40
"37391ACM","B","USD",0.75
"37391ACM","A","GBP",0.10
"37392ACM","C","USD",0.20
"37392ACM","D","GBP",0.40
"37393ACM","F","USD",0.75
"37393ACM","E","GBP",0.10
"37407ACM","A","USD",0.20
"37407ACM","B","GBP",0.40
"37410ACM","B","USD",0.75
"37410ACM","A","GBP",0.10
"37411ACM","C","USD",0.20
"37411ACM","D","GBP",0.40
"37416ACM","F","USD",0.75
"37416ACM","E","GBP",0.10
"37417ACM","A","USD",0.20
"37417ACM","B","GBP",0.40
"37418ACM","B","USD",0.75
"37418ACM","A","GBP",0.10
"37424ACM","C","USD",0.20
"37424ACM","D","GBP",0.40
"37435ACM","F","USD",0.75
"37435ACM","E","GBP",0.10
"37452ACM","A","USD",0.20
"37452ACM","B","GBP",0.40
"37484ACM","B","USD",0.75
"37484ACM","A","GBP",0.10
"37485ACM","C","USD",0.20
"37485ACM","D","GBP",0.40
"37487ACM","F","USD",0.75
"37487ACM","E","GBP",0.10
"37494ACM","A","USD",0.20
"37494ACM","B","GBP",0.40
"37495ACM","B","USD",0.75
"37495ACM","A","GBP",0.10
"37497ACM","C","USD",0.20
"37497ACM","D","GBP",0.40
"37498ACM","F","USD",0.75
"37498ACM","E","GBP",0.10
"37546ACM","A","USD",0.20
"37546ACM","B","GBP",0.40
"37554AC ","B","USD",0.75
"37554AC ","A","GBP",0.10
"37586ACM","C","USD",0.20
"37586ACM","D","GBP",0.40
"37592ACM","F","USD",0.75
"37592ACM","E","GBP",0.10
"37627ACM","A","USD",0.20
"37627ACM","B","GBP",0.40
"37632ACM","B","USD",0.75
"37632ACM","A","GBP",0.10
"37634ACM","C","USD",0.20
"37634ACM","D","GBP",0.40
"37638ACM","F","USD",0.75
"37638ACM","E","GBP",0.10
"37639ACM","A","USD",0.20
"37639ACM","B","GBP",0.40
"37666AC ","B","USD",0.75
"37666AC ","A","GBP",0.10
"37682ACM","C","USD",0.20
"37682ACM","D","GBP",0.40
"37687ACM","F","USD",0.75
"37687ACM","E","GBP",0.10
"37688ACM","A","USD",0.20
"37688ACM","B","GBP",0.40
"37689ACM","B","USD",0.75
"37689ACM","A","GBP",0.10
"37690ACM","C","USD",0.20
"37690ACM","D","GBP",0.40
"37691ACM","F","USD",0.75
"37691ACM","E","GBP",0.10
"37719ACM","A","USD",0.20
"37719ACM","B","GBP",0.40
"37741ACM","B","USD",0.75
"37741ACM","A","GBP",0.10
"37743ACM","C","USD",0.20
"37743ACM","D","GBP",0.40
"37744ACM","F","USD",0.75
"37744ACM","E","GBP",0.10
"37745ACM","A","USD",0.20
"37745ACM","B","GBP",0.40
"37748ACM","B","USD",0.75
"37748ACM","A","GBP",0.10
"37749ACM","C","USD",0.20
"37749ACM","D","GBP",0.40
"37761ACM","F","USD",0.75
"37761ACM","E","GBP",0.10
"37771ACM","A","USD",0.20
"37771ACM","B","GBP",0.40
"37772ACM","B","USD",0.75
"37772ACM","A","GBP",0.10
"37773ACM","C","USD",0.20
"37773ACM","D","GBP",0.40
"37774ACM","F","USD",0.75
"37774ACM","E","GBP",0.10
"37776ACM","A","USD",0.20
"37776ACM","B","GBP",0.40
"37777ACM","B","USD",0.75
"37777ACM","A","GBP",0.10
"37788ACM","C","USD",0.20
"37788ACM","D","GBP",0.40
"37789ACM","F","USD",0.75
"37789ACM","E","GBP",0.10
"37791ACM","A","USD",0.20
"37791ACM","B","GBP",0.40
"37799ACM","B","USD",0.75
"37799ACM","A","GBP",0.10
"37803ACM","C","USD",0.20
"37803ACM","D","GBP",0.40
"37804ACM","F","USD",0.75
"37804ACM","E","GBP",0.10
"37806ACM","A","USD",0.20
"37806ACM","B","GBP",0.40
"37812ACM","B","USD",0.75
"37812ACM","A","GBP",0.10
"37814ACM","C","USD",0.20
"37814ACM","D","GBP",0.40
"37888ACM","F","USD",0.75
"37888ACM","E","GBP",0.10
"37903ACM","A","USD",0.20
"37903ACM","B","GBP",0.40
"37926ACM","B","USD",0.75
"37926ACM","A","GBP",0.10
"38015ACM","C","USD",0.20
"38015ACM","D","GBP",0.40
"38023ACM","F","USD",0.75
"38023ACM","E","GBP",0.10
"38024ACM","A","USD",0.20
"38024ACM","B","GBP",0.40
"38026ACM","B","USD",0.75
"38026ACM","A","GBP",0.10
"38059ACM","C","USD",0.20
"38059ACM","D","GBP",0.40
"38061ACM","F","USD",0.75
"38061ACM","E","GBP",0.10
"38139ACM","A","USD",0.20
"38139ACM","B","GBP",0.40
"38143ACM","B","USD",0.75
"38143ACM","A","GBP",0.10
"38148ACM","C","USD",0.20
"38148ACM","D","GBP",0.40
"38182ACM","F","USD",0.75
"38182ACM","E","GBP",0.10
"38183ACM","A","USD",0.20
"38183ACM","B","GBP",0.40
"38362ACM","B","USD",0.75
"38362ACM","A","GBP",0.10
"38385ACA","C","USD",0.20
"38385ACA","D","GBP",0.40
"38444ACM","F","USD",0.75
"38444ACM","E","GBP",0.10
"38447ACM","A","USD",0.20
"38447ACM","B","GBP",0.40
"38458ACM","B","USD",0.75
"38458ACM","A","GBP",0.10
"38501AC ","C","USD",0.20
"38501AC ","D","GBP",0.40
"38514AC ","F","USD",0.75
"38514AC ","E","GBP",0.10
"38516AC ","A","USD",0.20
"38516AC ","B","GBP",0.40
"38521AC ","B","USD",0.75
"38521AC ","A","GBP",0.10
"38530AC ","C","USD",0.20
"38530AC ","D","GBP",0.40
"38704ACM","F","USD",0.75
"38704ACM","E","GBP",0.10
"38840AC ","A","USD",0.20
"38840AC ","B","GBP",0.40
"38842AC ","B","USD",0.75
"38842AC ","A","GBP",0.10
"38898ACM","C","USD",0.20
"38898ACM","D","GBP",0.40
"38902ACM","F","USD",0.75
"38902ACM","E","GBP",0.10
"38903ACM","A","USD",0.20
"38903ACM","B","GBP",0.40
"38918ACM","B","USD",0.75
"38918ACM","A","GBP",0.10
"38923ACM","C","USD",0.20
"38923ACM","D","GBP",0.40
"38927ACM","F","USD",0.75
"38927ACM","E","GBP",0.10
"38931ACM","A","USD",0.20
"38931ACM","B","GBP",0.40
"38959ACM","B","USD",0.75
"38959ACM","A","GBP",0.10
"38960ACM","C","USD",0.20
"38960ACM","D","GBP",0.40
"38961ACM","F","USD",0.75
"38961ACM","E","GBP",0.10
"38962ACM","A","USD",0.20
"38962ACM","B","GBP",0.40
"38963ACM","B","USD",0.75
"38963ACM","A","GBP",0.10
"38964ACM","C","USD",0.20
"38964ACM","D","GBP",0.40
"38966ACM","F","USD",0.75
"38966ACM","E","GBP",0.10
"38967ACM","A","USD",0.20
"38967ACM","B","GBP",0.40
"38968ACM","B","USD",0.75
"38968ACM","A","GBP",0.10
"38972ACM","C","USD",0.20
"38972ACM","D","GBP",0.40
"38979ACM","F","USD",0.75
"38979ACM","E","GBP",0.10
"39009ACM","A","USD",0.20
"39009ACM","B","GBP",0.40
"39011ACM","B","USD",0.75
"39011ACM","A","GBP",0.10
"39051ACM","C","USD",0.20
"39051ACM","D","GBP",0.40
"39052ACM","F","USD",0.75
"39052ACM","E","GBP",0.10
"39056ACM","A","USD",0.20
"39056ACM","B","GBP",0.40
"39069ACM","B","USD",0.75
"39069ACM","A","GBP",0.10
"39087ACM","C","USD",0.20
"39087ACM","D","GBP",0.40
"39089ACM","F","USD",0.75
"39089ACM","E","GBP",0.10
"39090ACM","A","USD",0.20
"39090ACM","B","GBP",0.40
"39092ACM","B","USD",0.75
"39092ACM","A","GBP",0.10
"39093ACM","C","USD",0.20
"39093ACM","D","GBP",0.40
"39095ACM","F","USD",0.75
"39095ACM","E","GBP",0.10
"39096ACM","A","USD",0.20
"39096ACM","B","GBP",0.40
"39098ACM","B","USD",0.75
"39098ACM","A","GBP",0.10
"39099ACM","C","USD",0.20
"39099ACM","D","GBP",0.40
"39101ACM","F","USD",0.75
"39101ACM","E","GBP",0.10
"39143ACM","A","USD",0.20
"39143ACM","B","GBP",0.40
"39145ACM","B","USD",0.75
"39145ACM","A","GBP",0.10
"39146ACM","C","USD",0.20
"39146ACM","D","GBP",0.40
"39148ACM","F","USD",0.75
"39148ACM","E","GBP",0.10
"39149ACM","A","USD",0.20
"39149ACM","B","GBP",0.40
"39155ACM","B","USD",0.75
"39155ACM","A","GBP",0.10
"39156ACM","C","USD",0.20
"39156ACM","D","GBP",0.40
"39158ACM","F","USD",0.75
"39158ACM","E","GBP",0.10
"39159ACM","A","USD",0.20
"39159ACM","B","GBP",0.40
"39163ACM","B","USD",0.75
"39163ACM","A","GBP",0.10
"39164ACM","C","USD",0.20
"39164ACM","D","GBP",0.40
"39165ACA","F","USD",0.75
"39165ACA","E","GBP",0.10
"39178AC ","A","USD",0.20
"39178AC ","B","GBP",0.40
"39179AC ","B","USD",0.75
"39179AC ","A","GBP",0.10
"39181ACM","C","USD",0.20
"39181ACM","D","GBP",0.40
"39183ACM","F","USD",0.75
"39183ACM","E","GBP",0.10
"39191ACM","A","USD",0.20
"39191ACM","B","GBP",0.40
"39362ACM","B","USD",0.75
"39362ACM","A","GBP",0.10
"39364ACM","C","USD",0.20
"39364ACM","D","GBP",0.40
"39441ACM","F","USD",0.75
"39441ACM","E","GBP",0.10
"39443ACM","A","USD",0.20
"39443ACM","B","GBP",0.40
"39444ACM","B","USD",0.75
"39444ACM","A","GBP",0.10
"39445ACM","C","USD",0.20
"39445ACM","D","GBP",0.40
"39446ACM","F","USD",0.75
"39446ACM","E","GBP",0.10
"39476ACM","A","USD",0.20
"39476ACM","B","GBP",0.40
"39477ACM","B","USD",0.75
"39477ACM","A","GBP",0.10
"39478ACM","C","USD",0.20
"39478ACM","D","GBP",0.40
"39527ACM","F","USD",0.75
"39527ACM","E","GBP",0.10
"39591ACM","A","USD",0.20
"39591ACM","B","GBP",0.40
"39595ACA","B","USD",0.75
"39595ACA","A","GBP",0.10
"39597ACM","C","USD",0.20
"39597ACM","D","GBP",0.40
"39726AC ","F","USD",0.75
"39726AC ","E","GBP",0.10
"39727AC ","A","USD",0.20
"39727AC ","B","GBP",0.40
"39728AC ","B","USD",0.75
"39728AC ","A","GBP",0.10
"39773ACM","C","USD",0.20
"39773ACM","D","GBP",0.40
"39880ACM","F","USD",0.75
"39880ACM","E","GBP",0.10
"39912ACM","A","USD",0.20
"39912ACM","B","GBP",0.40
"39915ACM","B","USD",0.75
"39915ACM","A","GBP",0.10
"39935ACM","C","USD",0.20
"39935ACM","D","GBP",0.40
"39950ACM","F","USD",0.75
"39950ACM","E","GBP",0.10
"60157ACM","A","USD",0.20
"60157ACM","B","GBP",0.40
"60225ACM","B","USD",0.75
"60225ACM","A","GBP",0.10
"60428ACM","C","USD",0.20
"60428ACM","D","GBP",0.40
"60605ACM","F","USD",0.75
"60605ACM","E","GBP",0.10
"60624ACM","A","USD",0.20
"60624ACM","B","GBP",0.40
"60686ACM","B","USD",0.75
"60686ACM","A","GBP",0.10
"60744ACM","C","USD",0.20
"60744ACM","D","GBP",0.40
"60776AC ","F","USD",0.75
"60776AC ","E","GBP",0.10
"60778AC ","A","USD",0.20
"60778AC ","B","GBP",0.40
"60779AC ","B","USD",0.75
"60779AC ","A","GBP",0.10
"60784ACM","C","USD",0.20
"60784ACM","D","GBP",0.40
"60808ACM","F","USD",0.75
"60808ACM","E","GBP",0.10
"60821ACM","A","USD",0.20
"60821ACM","B","GBP",0.40
"60848ACM","B","USD",0.75
"60848ACM","A","GBP",0.10
"60873ACM","C","USD",0.20
"60873ACM","D","GBP",0.40
"60875ACM","F","USD",0.75
"60875ACM","E","GBP",0.10
"60877ACM","A","USD",0.20
"60877ACM","B","GBP",0.40
"60878ACM","B","USD",0.75
"60878ACM","A","GBP",0.10
"60882ACM","C","USD",0.20
"60882ACM","D","GBP",0.40
"60922ACM","F","USD",0.75
"60922ACM","E","GBP",0.10
"60924ACM","A","USD",0.20
"60924ACM","B","GBP",0.40
"60986ACM","B","USD",0.75
"60986ACM","A","GBP",0.10
"60993ACM","C","USD",0.20
"60993ACM","D","GBP",0.40
"61028ACM","F","USD",0.75
"61028ACM","E","GBP",0.10
"61029ACM","A","USD",0.20
"61029ACM","B","GBP",0.40
"61095ACM","B","USD",0.75
"61095ACM","A","GBP",0.10
"61102ACM","C","USD",0.20
"61102ACM","D","GBP",0.40
"61104ACM","F","USD",0.75
"61104ACM","E","GBP",0.10
"61121ACM","A","USD",0.20
"61121ACM","B","GBP",0.40
"61122ACM","B","USD",0.75
"61122ACM","A","GBP",0.10
"61155ACM","C","USD",0.20
"61155ACM","D","GBP",0.40
"61162AC ","F","USD",0.75
"61162AC ","E","GBP",0.10
"61163AC ","A","USD",0.20
"61163AC ","B","GBP",0.40
"61165AC ","B","USD",0.75
"61165AC ","A","GBP",0.10
"61175ACM","C","USD",0.20
"61175ACM","D","GBP",0.40
"61180ACM","F","USD",0.75
"61180ACM","E","GBP",0.10
"61205ACM","A","USD",0.20
"61205ACM","B","GBP",0.40
"61208ACM","B","USD",0.75
"61208ACM","A","GBP",0.10
"61209ACM","C","USD",0.20
"61209ACM","D","GBP",0.40
"61212ACM","F","USD",0.75
"61212ACM","E","GBP",0.10
"61215ACM","A","USD",0.20
"61215ACM","B","GBP",0.40
"61220ACM","B","USD",0.75
"61220ACM","A","GBP",0.10
"61223ACM","C","USD",0.20
"61223ACM","D","GBP",0.40
"61225ACM","F","USD",0.75
"61225ACM","E","GBP",0.10
"61226ACM","A","USD",0.20
"61226ACM","B","GBP",0.40
"61229ACM","B","USD",0.75
"61229ACM","A","GBP",0.10
"61241ACM","C","USD",0.20
"61241ACM","D","GBP",0.40
"61242ACM","F","USD",0.75
"61242ACM","E","GBP",0.10
"61244ACM","A","USD",0.20
"61244ACM","B","GBP",0.40
"61253ACM","B","USD",0.75
"61253ACM","A","GBP",0.10
"61266ACM","C","USD",0.20
"61266ACM","D","GBP",0.40
"61267ACM","F","USD",0.75
"61267ACM","E","GBP",0.10
"61283ACM","A","USD",0.20
"61283ACM","B","GBP",0.40
"61284ACM","B","USD",0.75
"61284ACM","A","GBP",0.10
"61298ACM","C","USD",0.20
"61298ACM","D","GBP",0.40
"61358ACM","F","USD",0.75
"61358ACM","E","GBP",0.10
"61376AC ","A","USD",0.20
"61376AC ","B","GBP",0.40
"61377ACM","B","USD",0.75
"61377ACM","A","GBP",0.10
"61378ACM","C","USD",0.20
"61378ACM","D","GBP",0.40
"61380ACM","F","USD",0.75
"61380ACM","E","GBP",0.10
"61395ACM","A","USD",0.20
"61395ACM","B","GBP",0.40
"61411ACM","B","USD",0.75
"61411ACM","A","GBP",0.10
"61414ACM","C","USD",0.20
"61414ACM","D","GBP",0.40
"61422ACN","F","USD",0.75
"61422ACN","E","GBP",0.10
"61438ACN","A","USD",0.20
"61438ACN","B","GBP",0.40
"61444ACM","B","USD",0.75
"61444ACM","A","GBP",0.10
"61459ACM","C","USD",0.20
"61459ACM","D","GBP",0.40
"61464ACM","F","USD",0.75
"61464ACM","E","GBP",0.10
"61475ACM","A","USD",0.20
"61475ACM","B","GBP",0.40
"61483ACM","B","USD",0.75
"61483ACM","A","GBP",0.10
"61484ACM","C","USD",0.20
"61484ACM","D","GBP",0.40
"61497ACM","F","USD",0.75
"61497ACM","E","GBP",0.10
"61500ACM","A","USD",0.20
"61500ACM","B","GBP",0.40
"61507ACM","B","USD",0.75
"61507ACM","A","GBP",0.10
"61542AC ","C","USD",0.20
"61542AC ","D","GBP",0.40
"61581ACM","F","USD",0.75
"61581ACM","E","GBP",0.10
"61583ACM","A","USD",0.20
"61583ACM","B","GBP",0.40
"61585ACM","B","USD",0.75
"61585ACM","A","GBP",0.10
"61588ACM","C","USD",0.20
"61588ACM","D","GBP",0.40
"61603AC ","F","USD",0.75
"61603AC ","E","GBP",0.10
"61614ACM","A","USD",0.20
"61614ACM","B","GBP",0.40
"61623ACM","B","USD",0.75
"61623ACM","A","GBP",0.10
"61624ACM","C","USD",0.20
"61624ACM","D","GBP",0.40
"61625ACM","F","USD",0.75
"61625ACM","E","GBP",0.10
"61626ACM","A","USD",0.20
"61626ACM","B","GBP",0.40
"61627ACM","B","USD",0.75
"61627ACM","A","GBP",0.10
"61632ACM","C","USD",0.20
"61632ACM","D","GBP",0.40
"61637ACM","F","USD",0.75
"61637ACM","E","GBP",0.10
"61645ACM","A","USD",0.20
"61645ACM","B","GBP",0.40
"61647ACM","B","USD",0.75
"61647ACM","A","GBP",0.10
"61658ACM","C","USD",0.20
"61658ACM","D","GBP",0.40
"61836ACM","F","USD",0.75
"61836ACM","E","GBP",0.10
"61903ACM","A","USD",0.20
"61903ACM","B","GBP",0.40
"61911ACM","B","USD",0.75
"61911ACM","A","GBP",0.10
"61913ACM","C","USD",0.20
"61913ACM","D","GBP",0.40
"61919ACM","F","USD",0.75
"61919ACM","E","GBP",0.10
"61968ACM","A","USD",0.20
"61968ACM","B","GBP",0.40
"61975AC ","B","USD",0.75
"61975AC ","A","GBP",0.10
"62003AC ","C","USD",0.20
"62003AC ","D","GBP",0.40
"62025ACK","F","USD",0.75
"62025ACK","E","GBP",0.10
"62167ACM","A","USD",0.20
"62167ACM","B","GBP",0.40
"62180ACM","B","USD",0.75
"62180ACM","A","GBP",0.10
"62207ACM","C","USD",0.20
"62207ACM","D","GBP",0.40
"62284ACM","F","USD",0.75
"62284ACM","E","GBP",0.10
"62386ACM","A","USD",0.20
"62386ACM","B","GBP",0.40
"62446ACM","B","USD",0.75
"62446ACM","A","GBP",0.10
"62578ACM","C","USD",0.20
"62578ACM","D","GBP",0.40
"62630ACM","F","USD",0.75
"62630ACM","E","GBP",0.10
"62637ACM","A","USD",0.20
"62637ACM","B","GBP",0.40
"62766ACM","B","USD",0.75
"62766ACM","A","GBP",0.10
"62767ACM","C","USD",0.20
"62767ACM","D","GBP",0.40
"62768ACM","F","USD",0.75
"62768ACM","E","GBP",0.10
